2179,48,100.0
2081,45,100.0
2164,37,100.0
2531,87,100.0
2894,41,100.0
2530,87,100.0
2173,46,100.0
2171,45,100.0
2647,43,100.0
2589,46,100.0
2169,44,100.0
2145,43,100.0
2186,46,100.0
2482,46,100.0
2141,45,100.0
2184,46,100.0
2183,46,100.0
2182,45,100.0
2181,46,100.0
2614,46,100.0
2558,45,100.0
2212,46,100.0
2618,40,100.0
2617,42,100.0
2615,42,100.0
2494,134,100.0
2395,45,100.0
2394,45,100.0
2371,45,100.0
2392,45,100.0
2426,45,100.0
2425,45,100.0
2424,45,100.0
2346,44,100.0
2423,45,100.0
2466,46,100.0
2389,44,100.0
2344,44,100.0
2388,45,100.0
2342,44,100.0
2386,45,100.0
2283,45,100.0
2280,45,100.0
2438,47,100.0
2359,45,100.0
2358,45,100.0
2357,44,100.0
2278,44,100.0
2463,45,100.0
2461,91,100.0
2537,45,100.0
2454,45,100.0
2465,45,100.0
2453,45,100.0
2506,91,100.0
2534,105,100.0
2441,88,100.0
2396,45,100.0
2440,134,100.0
2152,71,100.0
2490,88,100.0
2070,46,100.0
2111,46,100.0
2099,46,100.0
2110,46,100.0
2153,91,100.0
2098,46,100.0
2097,45,100.0
2096,47,100.0
2095,46,100.0
2093,47,100.0
2108,46,100.0
2106,46,100.0
2127,48,100.0
2069,47,100.0
2068,47,100.0
2109,46,100.0
2067,46,100.0
2584,110,100.0
2100,47,100.0
2122,45,100.0
2121,45,100.0
2065,47,100.0
2064,47,100.0
2063,47,100.0
2117,44,100.0
2116,44,100.0
2114,45,100.0
2134,47,100.0
2086,36,100.0
2126,43,100.0
2119,44,100.0
2151,56,100.0
2291,30,100.0
2167,58,100.0
2286,30,100.0
2139,25,100.0
2791,50,100.0
2800,50,100.0
2821,51,100.0
2809,49,100.0
2808,49,100.0
2829,50,100.0
2807,49,100.0
2828,49,100.0
2827,51,100.0
2825,51,100.0
2847,50,100.0
2846,50,100.0
2802,50,100.0
2839,50,100.0
2814,49,100.0
2792,44,100.0
2787,41,100.0
2786,42,100.0
2797,44,100.0
2815,86,100.0
2891,54,100.0
2889,54,100.0
2920,45,100.0
2886,53,100.0
2885,47,100.0
2841,44,100.0
2884,56,100.0
2862,49,100.0
2883,53,100.0
2860,44,100.0
2926,47,100.0
2869,53,100.0
2924,46,100.0
2881,56,100.0
2856,47,100.0
2909,42,100.0
2898,41,100.0
2985,42,100.0
2740,97,100.0
2906,40,100.0
2934,37,100.0
2671,40,100.0
2197,41,100.0
2195,41,100.0
2194,42,100.0
2192,42,100.0
2669,41,100.0
2206,41,100.0
2668,41,100.0
2667,41,100.0
2204,42,100.0
2665,40,100.0
2202,40,100.0
2543,37,100.0
2201,42,100.0
2662,41,100.0
2189,41,100.0
2562,42,100.0
2661,41,100.0
2187,43,100.0
2658,40,100.0
2656,42,100.0
2655,42,100.0
2651,41,100.0
2659,41,100.0
2430,42,100.0
2293,42,100.0
2427,41,100.0
2602,47,100.0
2522,90,100.0
2564,47,100.0
2428,42,100.0
2285,41,100.0
2284,41,100.0
2282,41,100.0
2436,47,100.0
2133,44,100.0
2154,44,100.0
2132,41,100.0
2230,42,100.0
2131,40,100.0
2130,44,100.0
2107,44,100.0
2129,43,100.0
2128,44,100.0
2102,42,100.0
2245,44,100.0
2123,44,100.0
2161,44,100.0
2160,43,100.0
2118,44,100.0
2138,43,100.0
2137,44,100.0
2159,41,100.0
2158,42,100.0
2136,43,100.0
2135,43,100.0
2112,44,100.0
2156,41,100.0
2298,33,100.0
2294,34,100.0
2391,38,100.0
2292,34,100.0
2302,34,100.0
2460,33,100.0
2435,40,100.0
2495,40,100.0
2515,44,100.0
2601,46,100.0
2604,46,100.0
2365,44,100.0
2385,43,100.0
2210,37,100.0
2231,43,100.0
2472,43,100.0
2546,44,100.0
2689,38,100.0
2688,41,100.0
2687,40,100.0
2686,38,100.0
2685,41,100.0
2681,42,100.0
2680,39,100.0
2481,44,100.0
2480,43,100.0
2281,43,100.0
2679,41,100.0
2677,41,100.0
2676,42,100.0
2675,43,100.0
2477,41,100.0
2944,46,100.0
2960,41,100.0
2939,44,100.0
2938,47,100.0
2935,46,100.0
2251,43,100.0
2328,43,100.0
2229,43,100.0
2228,41,100.0
2249,40,100.0
2248,41,100.0
2247,40,100.0
2225,40,100.0
2224,43,100.0
2246,41,100.0
2244,41,100.0
2320,40,100.0
2242,44,100.0
2241,41,100.0
2163,43,100.0
2162,84,100.0
2317,41,100.0
2217,41,100.0
2238,42,100.0
2214,43,100.0
2333,44,100.0
2277,39,100.0
2319,43,100.0
2221,38,100.0
2165,37,100.0
2303,35,100.0
2213,31,100.0
2234,29,100.0
2702,41,100.0
2644,41,100.0
2566,39,100.0
2576,42,100.0
2575,40,100.0
2563,41,100.0
2639,83,100.0
2504,44,100.0
2551,41,100.0
2493,42,100.0
2349,68,100.0
2447,42,100.0
2369,43,100.0
2501,42,100.0
2314,35,100.0
2512,41,100.0
2555,42,100.0
2663,55,100.0
2724,41,100.0
2723,41,100.0
2728,38,100.0
2760,41,100.0
2559,41,100.0
2557,41,100.0
2732,40,100.0
2731,39,100.0
2975,42,100.0
2984,42,100.0
2979,42,100.0
2946,41,100.0
2945,41,100.0
2343,32,100.0
2521,42,100.0
2497,40,100.0
2519,42,100.0
2403,42,100.0
2402,40,100.0
2401,39,100.0
2324,40,100.0
2367,41,100.0
2421,43,100.0
2420,43,100.0
2321,37,100.0
2409,43,100.0
2364,39,100.0
2363,43,100.0
2360,37,100.0
2381,40,100.0
2239,39,100.0
2379,40,100.0
2332,36,100.0
2419,43,100.0
2711,88,100.0
2567,38,100.0
2720,37,100.0
2707,96,100.0
2706,36,100.0
2771,50,100.0
2905,53,100.0
2678,49,100.0
2775,51,100.0
2774,49,100.0
2772,50,100.0
2990,60,100.0
2988,60,100.0
2987,62,100.0
2989,58,100.0
2595,58,100.0
2586,56,100.0
2585,54,100.0
2628,48,100.0
2901,57,100.0
2582,56,100.0
2899,58,100.0
2414,54,100.0
2413,53,100.0
2895,56,100.0
2619,51,100.0
2417,56,100.0
2750,51,100.0
2571,46,100.0
2897,53,100.0
2753,50,100.0
2640,51,100.0
2709,46,100.0
2893,51,100.0
2818,51,99.80392156862744
2826,49,99.79591836734694
2816,49,99.79591836734694
2929,48,99.79166666666667
2456,93,99.78494623655914
2528,149,99.7763087248322
2444,121,99.72454545454546
2442,137,99.7080291970803
2739,104,99.67951923076924
2594,52,99.67942307692307
2587,56,99.64285714285714
2410,55,99.63636363636364
2345,89,99.62550561797755
2625,52,99.61538461538461
2793,43,99.61232558139535
2806,50,99.6
2833,50,99.6
2335,99,99.5959595959596
2794,47,99.57446808510639
2879,47,99.57446808510639
2525,78,99.57269230769231
2547,46,99.56521739130434
2451,91,99.56043956043956
2464,90,99.55555555555556
2443,44,99.54545454545455
2323,44,99.54545454545455
2548,43,99.53488372093024
2788,43,99.53488372093024
2717,86,99.53488372093024
2977,53,99.52830188679245
2849,42,99.52380952380952
2643,42,99.52380952380952
2408,42,99.52380952380952
2550,41,99.51219512195122
2942,41,99.51219512195122
2370,41,99.51219512195121
2754,50,99.5
2432,40,99.49999999999999
2976,49,99.48979591836735
2612,49,99.48979591836735
2674,48,99.47916666666667
2434,37,99.45945945945945
2326,37,99.45945945945945
2694,37,99.45945945945945
2527,123,99.45796747967479
2489,91,99.45054945054945
2094,45,99.44444444444444
2334,45,99.44444444444444
2763,44,99.43181818181819
2492,35,99.42857142857143
2411,43,99.4186046511628
2240,42,99.4047619047619
2682,41,99.39024390243902
2535,152,99.34210526315788
2729,91,99.34065934065934
2542,151,99.33774834437087
2741,150,99.33333333333333
2237,37,99.32432432432432
2513,88,99.3181818181818
2752,47,99.29085106382979
2623,55,99.27272727272727
2418,55,99.27272727272727
2120,45,99.25933333333333
2533,106,99.24528301886791
2377,43,99.22488372093024
2812,51,99.2156862745098
2980,51,99.2156862745098
2855,42,99.20642857142857
2101,42,99.20642857142857
2892,42,99.20619047619047
2467,93,99.19354838709677
2362,41,99.18707317073171
2552,40,99.16675000000001
2928,48,99.16666666666667
2505,46,99.1304347826087
2961,38,99.12289473684211
2341,44,99.0909090909091
2462,44,99.0909090909091
2517,44,99.0909090909091
2581,54,99.07407407407408
2923,43,99.06976744186046
2641,43,99.06976744186046
2232,28,99.02607142857143
2429,41,99.02439024390245
2565,41,99.02439024390245
2722,41,99.02439024390245
2790,50,99.0
2287,40,99.0
2554,40,99.0
2322,39,98.97435897435898
2874,48,98.95833333333333
2779,48,98.95833333333333
2738,95,98.94736842105263
2469,38,98.94736842105263
2509,38,98.94736842105263
2773,94,98.93617021276596
2698,47,98.93617021276596
2952,42,98.92857142857143
2561,46,98.91304347826087
2449,91,98.9010989010989
2514,91,98.9010989010989
2474,45,98.88888888888889
2785,45,98.88888888888889
2913,54,98.88888888888889
2635,44,98.86363636363636
2693,44,98.86363636363636
2757,44,98.86363636363636
2296,65,98.84615384615384
2372,43,98.83720930232558
2539,102,98.82352941176471
2157,42,98.80952380952381
2579,42,98.80952380952381
2250,42,98.80952380952381
2902,50,98.8
2830,41,98.78048780487805
2590,41,98.78048780487805
2646,41,98.78048780487805
2487,41,98.78048780487805
2649,41,98.78048780487805
2703,41,98.78048780487805
2653,40,98.75
2673,40,98.75
2603,48,98.75
2485,40,98.75
2755,40,98.75
2966,40,98.75
2216,79,98.73417721518986
2937,47,98.72340425531915
2629,39,98.71794871794872
2532,39,98.71794871794872
2300,31,98.70967741935483
2310,31,98.70967741935483
2871,54,98.70370370370371
2325,46,98.69565217391305
2591,46,98.69565217391305
2339,89,98.6891011235955
2393,38,98.6842105263158
2965,50,98.6666
2930,54,98.65314814814816
2416,37,98.64864864864865
2448,44,98.63636363636364
2488,44,98.63636363636364
2820,51,98.62745098039215
2805,51,98.62745098039215
2598,36,98.61111111111111
2697,36,98.61111111111111
2627,48,98.61104166666667
2950,43,98.6046511627907
2795,50,98.6
2867,42,98.57142857142857
2840,42,98.57142857142857
2875,42,98.57142857142857
2831,42,98.57142857142857
2853,42,98.57142857142857
2851,42,98.57142857142857
2872,42,98.57142857142857
2146,35,98.57142857142857
2376,42,98.57142857142857
2978,42,98.57142857142857
2613,52,98.5576923076923
2626,55,98.54545454545455
2822,48,98.54166666666667
2917,48,98.54166666666667
2824,41,98.53658536585365
2834,41,98.53658536585365
2483,41,98.53658536585365
2624,54,98.51851851851852
2737,148,98.51351351351353
2450,92,98.47826086956526
2810,46,98.47826086956522
2538,103,98.44660194174756
2819,90,98.44444444444444
2803,51,98.43137254901961
2529,102,98.43137254901958
2918,38,98.42105263157893
2207,42,98.41285714285715
2223,42,98.41261904761905
2715,42,98.41261904761905
2778,47,98.40425531914893
2878,56,98.39285714285714
2842,37,98.37837837837837
2549,37,98.37837837837837
2631,37,98.37837837837837
2243,41,98.37390243902439
2597,41,98.37390243902439
2338,46,98.3695652173913
2817,49,98.36734693877551
2309,38,98.35526315789474
2205,40,98.3335
2863,42,98.33333333333333
2854,42,98.33333333333333
2605,36,98.33333333333333
2654,36,98.33333333333333
2329,36,98.33333333333333
2756,48,98.33333333333333
2620,59,98.30508474576271
2373,44,98.29545454545455
2632,35,98.28571428571429
2523,87,98.27586206896552
2610,46,98.26086956521739
2911,46,98.26086956521739
2947,43,98.25581395348837
2852,40,98.25
2622,57,98.24561403508773
2279,45,98.22222222222223
2478,45,98.22222222222223
2780,48,98.21416666666666
2356,44,98.18181818181819
2431,33,98.18181818181819
2516,44,98.18181818181819
2452,55,98.18181818181819
2361,55,98.18181818181819
2759,41,98.17073170731707
2176,135,98.14814814814815
