2198,38,76.31578947,
2092,42,78.04214286,
2174,68,81.17647059,
2180,75,84.26666667,
2305,31,85.30419355,
2103,26,85.57692308,
2115,62,86.0216129,
2347,32,86.458125,
2716,81,86.91358025,
2350,35,87.14285714,
2406,60,87.2225,
2196,35,87.42857143,
2331,33,88.18181818,
2749,42,88.49190476,
2953,53,88.99377358,
2316,30,89,
2864,40,89.25,
2857,40,89.25,
2087,34,89.30470588,
2348,30,89.524,
2168,55,89.54545455,
2890,47,89.59808511,
2383,29,89.65517241,
2888,47,90.21276596,
2266,29,90.22965517,
2091,26,90.38461538,
2209,78,90.51282051,
2767,47,90.63829787,
2714,45,90.66666667,
2770,44,90.90909091,
2193,42,91.26952381,
2764,47,91.4893617,
2397,90,91.66666667,
2972,36,91.66666667,
2227,36,91.66666667,
2540,32,91.875,
2652,47,91.91489362,
2746,50,92,
2734,42,92.06357143,
2306,38,92.10526316,
2149,51,92.15705882,
2400,30,92.22166667,
2313,39,92.30769231,
2954,36,92.36111111,
2963,36,92.36111111,
2845,42,92.38095238,
2299,32,92.5,
2776,48,92.5,
2695,35,92.57142857,
2650,36,92.5925,
2311,34,92.64705882,
2657,34,92.94117647,
2510,40,93,
2887,55,93.09090909,
2880,55,93.09090909,
2914,48,93.125,
2922,53,93.20754717,
2969,34,93.27735294,
2524,36,93.33333333,
2768,49,93.46938776,
2220,27,93.51851852,
2190,39,93.58923077,
2178,78,93.58974359,
2337,36,93.61111111,
2713,45,93.70355556,
2352,32,93.7503125,
2903,48,93.75041667,
2835,42,93.80952381,
2288,27,93.82703704,
2486,39,93.84615385,
2936,45,93.88888889,
2368,41,93.90243902,
2744,46,93.91304348,
2088,28,93.92857143,
2766,50,94,
2844,42,94.04761905,
2104,30,94.074,
2236,34,94.11735294,
2177,34,94.11764706,
2148,31,94.19354839,
2733,38,94.21052632,
2084,37,94.32432432,
2742,43,94.41860465,
2085,36,94.44444444,
2235,33,94.44484848,
2921,47,94.46808511,
2399,41,94.51219512,
2275,37,94.59459459,
2459,37,94.59459459,
2690,37,94.59459459,
2699,34,94.60764706,
2140,41,94.63414634,
2762,45,94.66666667,
2355,33,94.6969697,
2704,85,94.70588235,
2725,38,94.73684211,
2970,32,94.7915625,
2526,100,94.8,
2600,35,94.85714286,
2544,50,94.8572,
2200,39,94.87179487,
2684,39,94.87179487,
2536,128,94.921875,
2308,76,94.95618421,
2113,40,95,
2608,52,95,
2172,44,95,
2273,52,95,
2609,51,95.09803922,
2080,41,95.12195122,
2957,37,95.13513514,
2199,33,95.15151515,
2354,71,95.17112676,
2301,28,95.23785714,
2215,42,95.23809524,
2823,38,95.26315789,
2415,60,95.33333333,
2573,52,95.38461538,
2910,48,95.41666667,
2968,35,95.42857143,
2636,35,95.42857143,
2502,44,95.45454545,
2404,37,95.49540541,
2973,52,95.51288462,
2289,27,95.55555556,
2166,36,95.55555556,
2986,50,95.6,
2769,47,95.74468085,
2735,47,95.74468085,
2304,77,95.77922078,
2781,43,95.81395349,
2712,43,95.81395349,
2124,24,95.83333333,
2253,32,95.8334375,
2147,31,95.85258065,
2541,97,95.87628866,
2382,39,95.8974359,
2971,49,95.91836735,
2747,74,95.94594595,
2783,47,95.95744681,
2962,40,96,
2473,40,96,
2948,55,96,
2588,51,96.07843137,
2318,34,96.07852941,
2254,74,96.08108108,
2476,47,96.0993617,
2252,45,96.11111111,
2375,36,96.11111111,
2125,26,96.15384615,
2836,42,96.19047619,
2743,42,96.19047619,
2185,46,96.19565217,
2638,37,96.21621622,
2666,53,96.22641509,
2405,33,96.36363636,
2958,33,96.36363636,
2439,69,96.37681159,
2508,39,96.41025641,
2265,28,96.42857143,
2374,84,96.42857143,
2726,84,96.42857143,
2297,45,96.44444444,
2719,45,96.44444444,
2949,47,96.45382979,
2642,40,96.5,
2545,50,96.5,
2630,44,96.59090909,
2736,47,96.59574468,
2991,59,96.61016949,
2691,37,96.62162162,
2727,37,96.62162162,
2882,57,96.66666667,
2175,30,96.66666667,
2877,42,96.66666667,
2850,42,96.66666667,
2748,50,96.6668,
2312,38,96.71052632,
2330,38,96.71052632,
2789,49,96.73469388,
2751,49,96.73469388,
2351,31,96.77419355,
2758,47,96.80829787,
2295,38,96.84210526,
2446,38,96.84210526,
2777,51,96.8627451,
2307,48,96.875,
2387,128,96.875,
2455,71,96.90140845,
2211,84,96.9047619,
2838,42,96.9047619,
2437,39,96.92307692,
2745,82,96.95121951,
2592,41,96.95121951,
2761,41,96.95121951,
2520,44,96.96954545,
2378,66,96.96969697,
2499,40,97,
2560,40,97,
2445,94,97.0212766,
2089,27,97.03703704,
2150,27,97.03703704,
2188,34,97.05882353,
